school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude,longitude
MERIDIAN PRIMARY SCHOOL,http://www.meridianpri.moe.edu.sg/,20 PASIR RIS STREET 71 LIFE STUDENT CARE - HAPPY MERIDIANS SINGAPORE 518798,518798,65832125,na,65834993,na,MERIDIAN_PS@MOE.EDU.SG,Pasir Ris MRT Station,"3,359",MDM CHEW SIANG JIUN,MR LIM KIM MIN (LIN JINMIN),MR WANG TAI WEE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37550677054835,103.934953276155
MERIDIAN SECONDARY SCHOOL,http://www.meridiansec.moe.edu.sg,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901,518901,65831387,na,65836467,na,meridian_sec@moe.edu.sg,PASIR RIS MRT,"39, 53, 81, 89, 109, 359, 403, 518",MR MOHAMED RAZALI B ABDUL HAMED,MISS TAN LI PING,MRS TAY NGEE SEEW,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.3672468492013,103.948972483629
METHODIST GIRLS' SCHOOL (PRIMARY),https://www.mgs.moe.edu.sg/,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,64694800,na,64624166,na,MGPS@MOE.EDU.SG,King Albert Park MRT,"66, 67, 74, 77, 151, 154, 157, 170, 171, 174, 852, 961, 970",KOH MING-LI VALARIE,MADAM YEOW CHERN EE,"MR TENG TAT MENG, CHARLES",na,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33266213599636,103.783382114018
METHODIST GIRLS' SCHOOL (SECONDARY),http://www.mgs.moe.edu.sg,11 BLACKMORE DRIVE COMMIT LEARNING SCHOOHHOUSE @ METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,64694800,na,64698717,na,MGSS@MOE.EDU.SG,KING ALBERT PARK MRT,"66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970",MADAM KOH MING- LI VALARIE,MADAM CHNG YI NA @MRS WRIGHT YI NA,MDM TAN P'ENG DIANA,MR YIP WAI CHOONG,na,na,na,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.33266213599636,103.783382114018
MILLENNIA INSTITUTE,http://www.millenniainstitute.moe.edu.sg,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,658965,63023700,na,63023767,na,millennia_inst@moe.edu.sg,Bukit Batok (NS 2),"157, 174, 174e, 178, 506, 870, 941, 991, 993",MR LOO MING YAW,MR LIN GUOJING,MR TAN KENG CHEONG,MR DAVID ALLAN D'SOUZA,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,CENTRALISED INSTITUTE,No,No,No,No,CHINESE,MALAY,TAMIL,1.35031939200985,103.741593577684
MONTFORT JUNIOR SCHOOL,http://www.montfortjunior.moe.edu.sg/,52 HOUGANG AVENUE 8 LEARNING STUDIO EDUCARE BY ZENITANT (MONTFORT JUNIOR SCHOOL) SINGAPORE 538786,538786,65101588,na,65101599,na,MONTFORT_JS@MOE.EDU.SG,Hougang MRT & Bus Interchange,"74,88,101,147,161,",MR TAN BOON HONG VICTOR,MADAM POH LEE SIEW,MR TAN WEE BOON,na,na,na,na,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37362445234082,103.889741457901
MONTFORT SECONDARY SCHOOL,https://montfortsec.moe.edu.sg/,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785,538785,65107070,na,63862804,na,MONTFORT_SS@MOE.EDU.SG,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161","MADAM HENG SUE LIN, JANICE",MR WILSON TAY SWEE KIAT,MISS TAN MEI LING AUDREY,MADAM TAN LAY YEN,na,na,na,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37396131656912,103.888928372577
NAN CHIAU HIGH SCHOOL,http://www.nanchiauhigh.moe.edu.sg,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079,545079,64897971,na,64897970,na,NCHS@MOE.EDU.SG,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",MADAM LER JIA LUEN,MADAM CHOW NYET YOON,DR. OH BEE LENG HESTER,na,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,No,No,No,CHINESE,na,na,1.38879582498399,103.890004423764
NAN CHIAU PRIMARY SCHOOL,http://www.ncps.moe.edu.sg,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,64897905,na,64897906,na,NCPS@MOE.EDU.SG,Sengkang Station,"156, 159, 161, 371, 372",MRS ONG LOH JIA MIIN,"MDM HOE QUEE HIANG, BELINDA",MADAM LIM SHEUE TYUG,MR WINSTON TAN WEE SING,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39221149906592,103.891180928186
NAN HUA HIGH SCHOOL,http://www.nanhuahigh.moe.edu.sg,41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956,129956,67788303,na,67751956,na,NHSS@MOE.EDU.SG,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",MR CHIEW JING WEN,MISS TAY JIA MING JASMINE,MR LOO JIAMING,MR LEE KOK BOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,Yes,No,No,CHINESE,na,na,1.30809529518605,103.768561446725
NAN HUA PRIMARY SCHOOL,http://www.nanhuapri.moe.edu.sg,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,67788050,na,67784127,na,NHPS@MOE.EDU.SG,Clementi MRT Station,"30, 51, 143, 175, 201, 533, 655, 727, 762",MADAM PHUA YIN LIN GRACE,MISS TEH LAY CHOO ANNE,"MR LIM PENG YUAN, ANDY",na,na,na,na,CLEMENTI,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na,1.31920159956387,103.761095065761
NANYANG GIRLS' HIGH SCHOOL,https://www.nygh.edu.sg,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,64663275,na,64667564,na,NYGHS@MOE.EDU.SG,"SIXTH AVENUE MRT, TAN KAH KEE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MISS SIAU FONG FUI,MS NG MIEN MIEN AGNES,MISS GAYNOR TEH,MS TAN MEEI YEE MAE PAULINE,na,na,na,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),Yes,No,Yes,Yes,CHINESE,na,na,1.33058326666479,103.802420979943
NANYANG JUNIOR COLLEGE,http://www.nanyangjc.moe.edu.sg/,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111,556111,62842281,na,62855147,na,NYJC@MOE.EDU.SG,Lorong Chuan (Circle Line/CC14); 3-minute walk via sheltered walkway,"22, 24, 45, 53, 58, 73, 105, 109, 133, 135, 136, 156, 853",MR PANG CHOON HOW,MISS JASMINE ONG PEISHAN,MRS OH-YOW SIHUA KEN,MADAM CHAN MEI FUNG JOYCE,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.35028314949236,103.866498721912
NANYANG PRIMARY SCHOOL,http://www.nyps.moe.edu.sg,52 KING'S ROAD LEARNING BLISS @ NANYANG PRIMARY SINGAPORE 268097,268097,64672677,na,64686913,na,NYPS@MOE.EDU.SG,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",MADAM WONG LI PENG,MS LIM KAR WAE FIONA,MISS SHARLENE CHYE HUI TING,MR JAMES CHONG KOK CHIANG,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na,1.32107094241153,103.807681852799
NATIONAL JUNIOR COLLEGE,http://www.nationaljc.moe.edu.sg,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913,288913,64661144,na,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MRS TOH LUCY,MR HARESH S/O SIVARAM,MISS SIM SOO LENG AILEEN,MR CHONG CHEE KEONG ALVIN,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.33029291072172,103.804110905425
NAVAL BASE PRIMARY SCHOOL,http://www.navalbasepri.moe.edu.sg/,7 YISHUN AVENUE 4 MOE KINDERGARTEN @ NAVAL BASE SINGAPORE 769028,769028,67537114,na,67555355,na,NBPS@MOE.EDU.SG,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,MR CHIA CHEE WENG RICHARD CHRIS,MADAM LIM WAI CHOO MRS GOH WAI CHOO,MADAM WANG MING HWEE,MADAM THAM LAI PENG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41590195697649,103.839100590207
NAVAL BASE SECONDARY SCHOOL,http://www.navalbasesec.moe.edu.sg,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689,768689,62571996,na,67557706,na,NBSS@MOE.EDU.SG,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 861, 965, 969",MADAM LINDA YEO SOCK KHOON,MR LIM SEOW KUAN,MR MUHAMMAD SHAHARI B ABU BAKAR,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.41937881620441,103.831050390247
NEW TOWN PRIMARY SCHOOL,http://www.newtownpri.moe.edu.sg/,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,64748805,na,64741249,na,NTPS@MOE.EDU.SG,Commonwealth MRT Station,"SBS Numbers 32, 100, 105, 111, 145, 147, 195, 196, 198, 855",MISS HANNAH CHIA CUI'E,MRS CHIN WEY LING LYNNE,MADAM FOO HUEY YING (FU HUIYING),na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29964188181021,103.80010216304
NEW TOWN SECONDARY SCHOOL,http://www.newtownsec.moe.edu.sg,1020 DOVER ROAD NEW TOWN SECONDARY SCHOOL SINGAPORE 139657,139657,67754140,na,67752310,na,NTSS@MOE.EDU.SG,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",MR ARIVAZHAGAN MANICKAM,MISS GOH YI LING ELISSA,MR LEONARD TAN SOON TECK,na,na,na,na,QUEENSTOWN,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.30977590011357,103.77318863421
NGEE ANN PRIMARY SCHOOL,http://www.ngeeannpri.moe.edu.sg,344 MARINE TERRACE NASCANS NGEE ANN SCC SINGAPORE 449149,449149,64418677,na,64417411,na,NAPS@MOE.EDU.SG,Nil,"13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road); 13, 16, 16M, 196 and 196E(at Marine Terrace)",MADAM PANG SIU SAN,MADAM LEE LI LI,MADAM LOW LEE CHERN,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.30553224180437,103.917570005713
NGEE ANN SECONDARY SCHOOL,http://www.ngeeannsec.moe.edu.sg,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283,529283,67844583,na,67840453,na,NASS@MOE.EDU.SG,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",MISS POH SHI HUI,MR GOH CHIN WEI,MADAM TAN LAY GIN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.35447525755806,103.956747262496
NORTH SPRING PRIMARY SCHOOL,http://www.northspringpri.moe.edu.sg,1 RIVERVALE STREET RAFFLES STUDENT CARE CENTRE (NORTH SPRING) LLP SINGAPORE 545088,545088,68816887,63888764,63851044,na,NSPS@MOE.EDU.SG,NEL - Sengkang Station; LRT - Bakau Station,"SBS Transit Services 82, 85, 86, 88, 119, 136, 163, 372",MADAM PHAN SWEE LIN SHERIN JACINTA,MR TAN YEW LEE,MADAM SALIEMA BINTE MOHAMED IQBAL,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38707582424175,103.903088569789
NORTH VIEW PRIMARY SCHOOL,http://www.northviewpri.moe.edu.sg,210 YISHUN AVENUE 6 MOE KINDERGARTEN @ NORTH VIEW SINGAPORE 768960,768960,67593235,na,67593237,na,NVPS@MOE.EDU.SG,Yishun; Khatib,"Feeder Service 804, 806, 807, 860",MRS GRACE CHUA,MR RAJINDER SINGH S/O PIARA SINGH,MADAM LING SOOK LENG,MR CHAN SOON HUA,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.42745159462566,103.848378442893
NORTH VISTA PRIMARY SCHOOL,http://www.northvistapri.moe.edu.sg,20 COMPASSVALE LINK MOE KINDERGARTEN @ NORTH VISTA SINGAPORE 544974,544974,64843566,na,64843568,na,nvtps@moe.edu.sg,"Buangkok MRT (NE15), Ranggung LRT (SE5)",na,MR ONG LYE WHATT,MR AMRAN B TASRIF,MISS GOH AI LING,MADAM KANG SIEW LENG AUDREY,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38255066171151,103.89626457548
NORTH VISTA SECONDARY SCHOOL,http://www.northvistasec.moe.edu.sg,11 RIVERVALE LINK NORTH VISTA SECONDARY SCHOOL SINGAPORE 545081,545081,68793930,na,68793931,na,NORTHVISTASS@MOE.EDU.SG,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",MR YAP THIAM CHUAN,MR PILLAY P KRISHNAN,MISS WU XIAOYUAN,MR KWEK CHIN LEONG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.381131285358,103.899188813886
NORTHBROOKS SECONDARY SCHOOL,http://www.northbrookssec.moe.edu.sg,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692,768692,67524311,na,67566110,na,NORTHBROOKS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",MR CHEN XUANTING EDMUND,MISS GOH PEISHI,MR YIP KOK HOONG (YE GUOXIONG),MR LIM YANG CHERNG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42081285020652,103.845147332528
NORTHLAND PRIMARY SCHOOL,http://www.northlandpri.moe.edu.sg,15 YISHUN AVENUE 4 NASCANS NORTHLAND STUDENT CARE CENTRE SINGAPORE 769026,769026,67598884,na,67559196,na,NORTHLAND_PS@MOE.EDU.SG,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,MR JAY WESTLY MAHARDALE,MR CHONG CHOONG HIAN,MISS LEE QUEE CHOO GINA,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.42130404159807,103.840792923345
NORTHLAND SECONDARY SCHOOL,http://www.northlandsec.moe.edu.sg,3 YISHUN STREET 22 NORTHLAND SECONDARY SCHOOL SINGAPORE 768578,768578,62576781,na,62573634,na,NORTHLAND_SS@MOE.EDU.SG,YISHUN MRT,"811, 804, 800",MR LIM KOK HWA,MR PETERSON JOSEPH STANLEY,MR LOW CHEE WAI,MR CHEEN HSIEN HONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43580183362637,103.840104687784
NORTHLIGHT SCHOOL,https://www.nls.edu.sg,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830,327830,69296290,na,62912423,na,nls@moe.edu.sg,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",MADAM SUNG MEE HAR,MR GAN KOK SOON SIMON,MR HSU YU CHIH TOMMY,na,na,na,na,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL,1.3191002158167,103.85575955353
NORTHOAKS PRIMARY SCHOOL,http://www.northoakspri.moe.edu.sg,61 SEMBAWANG DRIVE MOE KINDERGARTEN @ NORTHOAKS SINGAPORE 757622,757622,6753 8835,na,6753 8864,na,northoaks_ps@moe.edu.sg,Sembawang MRT,Bus number 962,"MR CHER TECK YIANG, LUKE MELVIN",MADAM KOMATHI D/O GOVINDASAMY,MR OW EU GENE JOHN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.45732867302094,103.814075611175
NORTHSHORE PRIMARY SCHOOL,https://northshorepri.moe.edu.sg/,30 NORTHSHORE DRIVE MOE KINDERGARTEN @ NORTHSHORE SINGAPORE 828671,828671,62026490,na,62026491,na,northhshore_ps@moe.edu.sg,Puggol Point LRT Station,"84, 384",MADAM LEE YEN PING CHRISTINE,MADAM GAN SER MIN,MADAM ONG YIN PENG,na,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41842322079348,103.905147201163
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,www.nushigh.edu.sg,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129957,129957,65161709,na,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MADAM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,"MS KHOO LEE YONG, SHARON",MRS LAI SOO HONG,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.30600678096247,103.770152807737
OASIS PRIMARY SCHOOL,http://www.oasispri.moe.edu.sg/,71 EDGEFIELD PLAINS MOE KINDERGARTEN @ OASIS SINGAPORE 828716,828716,6320 9855,na,6320 9856,na,oasis_ps@moe.edu.sg,Damai LRT Station,"50, 386",MR POH LEONG KIAT DANNY,MADAM HO JUN- LYNN,MR MOHAMED IMRAN B MOHAMED IHSAN,MISS CHUA MAY CHING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40507184758584,103.911200193835
OPERA ESTATE PRIMARY SCHOOL,http://www.operaestatepri.moe.edu.sg,48 FIDELIO STREET KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL) SINGAPORE 458436,458436,62410417,na,64493042,na,OEPS@MOE.EDU.SG,"Bedok, Kembangan",42,MADAM HOO WAI LING,MR KENNY RAPHAEL REYES,MR RAYMOND TAY KOON MING,MR GOH LENG SENG,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31996876377748,103.923752668632
ORCHID PARK SECONDARY SCHOOL,http://www.orchidparksec.moe.edu.sg,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454,768454,67598547,na,67588770,na,OPSS@MOE.EDU.SG,KHATIB MRT,811,MR CHUNG KWOK LEONG DANIEL,MADAM TEO MEI LIN YVONNE,MR NG KOK WING,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.41532032779634,103.837859241343
OUTRAM SECONDARY SCHOOL,http://www.outramsec.moe.edu.sg,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622,168622,67334077,na,62352337,na,OSS@MOE.EDU.SG,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",MR TAN KOK HONG,MISS TAN YEE LIN ELAINE,na,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.28651357464735,103.837127264403
PALM VIEW PRIMARY SCHOOL,http://www.palmviewpri.moe.edu.sg,150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822,544822,65087300,na,68754150,na,palmview_ps@moe.edu.sg,Buangkok,"27,43,109,156,159,161,163,163M,550",MRS MING KUM,MR ANG WEI TECK,MISS KHAIRIAH BTE HAIROMAN,MISS CHUA CHEW HIANG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38376923022123,103.891354675017
PARK VIEW PRIMARY SCHOOL,http://www.parkviewpri.moe.edu.sg,60 PASIR RIS DRIVE 1 LIFE STUDENT CARE - PARK VIEW PRIMARY SINGAPORE 519524,519524,65851421,na,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS LIE SUYIN JAMIE,MADAM HO FUI FONG,MADAM LIM CHIU EE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37801687647812,103.9392021807
PASIR RIS CREST SECONDARY SCHOOL,http://www.prcss.moe.edu.sg,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,65811655,na,65813226,na,PRCSS@MOE.EDU.SG,PASIR RIS MRT,"358, 17, 81, 12, 3",MRS KOH CAIYU,MR HANSEL LIN DAOYANG,MR LEE SENG LEE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37284060102246,103.959728202919
PASIR RIS PRIMARY SCHOOL,http://www.pasirrispri.moe.edu.sg,5 PASIR RIS STREET 21 COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY SINGAPORE 518968,518968,65822606,na,65828492,na,PRPS@MOE.EDU.SG,Pasir Ris MRT,"3,5,6,89",MS LIZA BTE RAHMAT,MADAM HENG WEI SHAN,MADAM THILAGAMANI D/O T SIVANANDAM,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37245132722087,103.962922699031
PASIR RIS SECONDARY SCHOOL,https://pasirrissec.moe.edu.sg,390 TAMPINES STREET 21 PASIR RIS SECONDARY SCHOOL SINGAPORE 529400,529400,65010800,65010855,65010900,na,PRSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",MADAM GRACE TAN BEE SIM,MS S SANTHA D/O SUKUMARAN,MADAM LEE BENG CHOO,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35422732653396,103.948962626204
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),http://www.payalebarmethodistgirlspri.moe.edu.sg/,298 LORONG AH SOO COMMIT LEARNING SCHOOLHOUSE @ PAYA LEBAR METHODIST GIRLS' SCHOOL SINGAPORE 536741,536741,62862795,na,62803915,na,PLMGPS@MOE.EDU.SG,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",MRS MRS JOYCE ANG,MADAM TANG WAI YUE,MRS ESTHER SEE-LING SZENGEN,na,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3502545600894,103.884846876112
